,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2006-02-01,116242,39150.578,304794.665,31221.036,478462.228,46371.397,74900.303,251698.212,130130,514126.426,261262.93,228570.475,651853.939,276969.446,169584.861,1339822.163,1718026.1,410716.072,2428291.938,6591472.121,1538076.834,1208361.669,1864213.625,247153.379,325649.844,577133.979,324873,7131815.538,6055942.188,4745343.963,4216027.531,382307,143861,567488,85517,1328970,125850,321278,1270084,736152,2342361,882002,1033657,2452449.46,705345,555928,3894238,6473845,1108427,6011621,13716724,3371446,2059740,3575165,701647,795680,1951360,725532,48949655.202,509327.006,4374271.187,3485421.065,0,0,0,0,555209.615,0,0,505184.624,360,53044.251,36836.187,36725.133,43642.423,27701,46096.017,130432.956,1978673.552,258915.891,440116.586,2352605.229,236598.896,152257,187714.261,35277.186,26761.22,107456.741,22748.225,0.0,6988389.094,80325.771,165642.128,0,0,0,0,6,0,0,2,2,16,4,6,12,5,5,20,173,14,34,370,33,32,51,15,9,11,4,0,708,77,39
2006-03-01,120809,39284.582,302553.996,31184.036,501044.433,45138,75111.252,239565.191,125006,501630.18,271945.588,229445.753,717937.249,296347.427,173031.336,1425099.627,1788088.684,422726.467,2448289.798,6705254.099,1502645.069,1237704.306,1824241.513,248966.177,334428.001,572777.107,320588,7408516.681,6167308.031,4793045.116,4131973.043,383183,145331,571323,85606,1332903,126547,325085,1281402,738494,2348738,885888,1037790,2457969,709514,558369,3916273,6491137,1109007,5993932,13789482,3377863,2064880,3584471,704071,799832,1958563,727280,49142423.0,508724.0,4348574.0,3505212.0,0,0,0,0,625934.565,0,0,575581.729,239,60059.044,45769,41124.171,51153.253,30184,53457.218,138445.93,1833697.805,277715.612,376904.922,2476603.962,262399.187,181740,202779.235,41380.452,37959.5,113121.711,26798.718,0.0,7215018.887,82025.387,156004.74,0,0,0,0,7,0,0,2,2,16,6,6,12,5,5,20,175,14,27,377,34,34,55,15,10,12,4,0,722,77,39
2006-04-01,121517,41205.66,315254.476,30199.036,497076.854,48462,75152.494,248105.466,127753,496685.158,253473.33,232887.573,679451.177,293852.573,172131.06,1348504.656,1787584.519,394157.636,2261966.467,6757162.01,1538160.118,1169914.733,1730089.93,256059.694,336739.013,595671.543,344176,7229825.818,6101496.399,4747896.608,4074174.351,384221,146028,574129,85742,1338851,127235,326747,1293750,740260,2354280,889343,1041249,2462382,713433,560474,3931272,6503108,1111820,6012034,13768582,3385524,2071128,3587810,706103,802750,1963866,727680,49223956.0,508500.0,4352712.0,3524633.0,0,0,0,0,604785.915,0,0,575581.729,269,58735.212,42818,39907.063,56919.6,32018,51039.419,146206.306,2020855.679,275189.436,506703.727,2442352.661,261383.913,164830,198164.212,39036.634,32662.38,105632.58,31222.041,0.0,7430311.109,85797.294,170205.104,0,0,0,0,7,0,0,2,2,15,6,6,14,5,5,22,188,15,27,386,35,36,56,15,10,12,4,0,751,78,39
2006-05-01,117740,38259.485,314094.504,31517.003,503222.718,45702,78843.866,241484.553,125824,498549.336,251847.612,230201.528,674296.46,248996.27,167537.872,1358671.673,1771131.479,368930.364,2214033.71,6402955.578,1456570.912,1053899.541,1620403.414,230391.864,310797.171,598151.421,337791,6933355.613,5969041.151,4334890.944,4054557.626,385934,146822,576359,86750,1345761,127617,329360,1299950,742094,2359385,894919,1044294,2468737,715385,562049,3950526,6518574,1113422,6031597,13823231,3389147,2074948,3591253,707613,805203,1968536,729739,49381893.0,509025.0,4352090.0,3546197.0,0,0,0,0,624579.648,0,0,575581.729,1393,59755.021,44837.961,43136.019,56307.776,9978,54726.645,150706,1969153.662,292956.675,475223.396,2433981.563,276567.839,188792,210907.284,36217.763,28156.25,114427.498,28339.331,0.0,7437712.773,83717.85,154294.437,0,0,0,0,7,0,0,2,2,15,6,6,14,4,5,22,178,15,39,392,35,40,58,15,9,12,4,0,761,81,38
2006-06-01,119680,38734.451,322463.107,30675.922,516545.73,49104,79746.762,253533.947,131752,503921.351,259620.647,228712.42,639361.396,260188.149,146991.21,1339849.824,1817526.693,365008.472,1976255.341,6508266.216,1478418.116,1086391.838,1635021.177,222197.555,318805.48,621634.674,319851,6963614.779,6046362.36,4225565.464,4034714.875,388031,147443,577708,86987,1351261,128396,331154,1307173,747594,2366269,900224,1048441,2474169,720558,564748,3966303,6540335,1115705,6032656,13834365,3397781,2079332,3596221,709854,808414,1974688,728657,49488764.0,509097.0,4365959.0,3560647.0,0,0,0,0,604970.041,0,0,573665.716,2224,57290.514,44454.941,42041.423,57726.854,15041,70257.62,142888,2030845.491,287574.597,495825.916,2480029.203,271571.198,204438,203945.305,38217.531,34782.622,107496.534,24701.316,0.0,7522304.069,94024.798,173658.955,0,0,0,0,7,0,0,2,2,15,6,6,15,6,6,22,180,15,39,403,37,46,60,15,10,12,4,0,787,82,39
2006-07-01,131681,43788.34,330310.065,28797.63,522614.793,50442,79676.334,251898.289,139725,495793.351,253257.492,218519.043,634952.029,256545.041,141183.801,1334628.718,1783487.255,344269.087,2063383.993,6395768.096,1454846.072,1075626.962,1596625.1,223873.196,332505.361,619212.857,316116,6892915.368,6005044.671,4134153.603,4087413.263,390597,148392,579893,84520,1356546,129019,333528,1312483,748793,2373822,904673,1051363,2480433,721107,566669,3977855,6558000,1115526,6046486,13859030,3403638,2085917,3601431,713183,808423,1980775,733539,49619532.0,510799.0,4365118.0,3570192.0,0,0,0,0,625619.139,0,0,599933.223,1670,55732.602,45865.913,38823.371,62178.624,14880,69684.3,144889.285,1993993.546,298524.389,541988.03,2518492.12,284676.093,215359,220239.824,41169.757,36889.57,116333.129,25540.337,0.0,7691506.424,96360.988,164614.84,0,0,0,0,7,0,0,2,2,16,6,6,15,5,6,23,171,15,39,409,37,46,62,15,10,12,4,0,784,85,39
2006-08-01,129918,41193.171,339054.079,29695.443,545470.535,52283,87157.763,287391.168,136943,529004.239,269664.224,228816.606,630645.618,261164.746,146925.646,1392892.387,1794444.304,377368.491,2042188.757,6562910.626,1515580.873,1076585.396,1625062.809,234536.699,344664.069,656275.914,326292,6939971.547,6212500.404,4309463.21,4202194.402,393708,149289,582928,87650,1361428,129541,336477,1317326,753856,2384562,910329,1055712,2479162,723342,568047,3995645,6584142,1118605,6060808,13908850,3411317,2088284,3607078,716861,811250,1986645,736347,49775917.0,509605.0,4373746.0,3599921.0,0,0,0,0,627170.921,0,0,595664.856,1644,51897.732,45428.038,42181.883,59487.38,33933,74270.698,151444.35,2064549.532,312455.036,606351.798,2591801.004,289557.084,226331,224843.793,42048.772,39140.37,115810.097,26094.794,0.0,7951539.859,98762.253,171804.026,0,0,0,0,7,0,0,2,2,15,6,6,16,5,6,23,173,15,41,419,37,48,66,15,10,12,4,0,803,86,39
2006-09-01,139183,45486.086,359009.069,33964.773,557328.613,55491,88913.868,293523.537,146374,538813.884,269487.217,229105.987,643089.926,262855.495,148983.914,1384705.031,1887622.636,381466.298,2019869.493,6734972.81,1485349.399,1076747.327,1568233.443,234184.619,353255.898,669770.271,354831,7128370.581,6116687.084,4410721.599,4306839.33,395626,150127,587549,86833,1369624,129850,338821,1327314,758111,2395192,914192,1059975,2494738,723949,569956,4012195,6613362,1121834,6057886,13956241,3421364,2088488,3613077,719930,816912,1989617,739895,49930638.0,509961.0,4382204.0,3629855.0,0,0,0,0,606938.055,0,0,576913.415,2142,56012.87,44074.439,40174.683,58210.19,28640,71835.583,156010.808,2057128.971,291315.954,541193.355,2549543.386,265368.038,226331,219473.119,38283.878,39247.83,84775.653,29245.244,0.0,7708795.131,101292.18,172771.16,0,0,0,0,7,0,0,2,2,15,7,6,16,5,6,23,177,15,41,423,36,48,68,15,11,12,4,0,813,87,39
2006-10-01,137709,44970.393,346915.181,34886.927,564933.109,54285,86475.309,299311.722,146614,561525.851,289894.645,237722.273,694905.847,272291.98,151249.705,1413206.422,1828528.978,369071.594,2133773.759,6631008.813,1494583.026,1061980.577,1566869.16,241162.438,348051.407,676667.652,339318,7182235.971,6149382.454,4480740.602,4215553.741,398733,151017,593711,88336,1381312,130222,341713,1329364,764849,2403382,919290,1064304,2499240,726919,572398,4024376,6643630,1125698,5984385,14002373,3430369,2100283,3620345,725319,820365,1996348,739814,49993268.0,513017.0,4415790.0,3656020.0,0,0,0,0,629784.402,0,0,600504.615,465,59509.974,44919.134,43285.702,60506.399,39125,70166.859,156295.808,2000566.306,300548.833,541920.381,2598074.971,277249.286,224762.297,226940.128,41742.543,38828.04,82259.568,28253.058,0.0,7803233.941,101050.249,161424.114,0,0,0,0,7,0,0,2,2,16,7,6,15,5,6,23,179,15,41,437,34,49,69,15,11,12,4,0,827,89,39
2006-11-01,131735,46118.946,355092.777,35116.312,558024.015,53135,83553.434,290272.988,149457,565076.6,291564.651,251128.231,700737.618,288261.992,159330.408,1391343.394,1854758.695,378797.713,2195263.828,6750274.585,1565241.458,1123331.944,1640557.35,255402.817,345683.468,599392.815,352492,7438708.379,6119667.055,4662415.105,4190354.5,400681,152491,597824,88513,1389029,130370,343359,1338417,769136,2408713,924247,1069062,2509397,730128,575030,4040155,6669687,1129138,6114368,14041957,3439761,2106622,3630434,729441,825327,2001135,741530,50264291.0,513943.0,4426149.0,3691569.0,0,0,0,0,608798.032,0,0,581015.469,1931,59426.267,43529.874,41301.025,59028.031,29994,69707.958,159624.808,2103823.948,290419.528,556654.964,2613687.058,271945.874,223510.403,219362.187,40166.2,38436.5,101714.849,26954.869,0.0,7870171.144,105814.073,165047.627,0,0,0,0,7,0,0,2,2,16,7,6,15,6,6,23,170,15,44,445,34,51,70,15,11,12,4,0,827,95,39
2006-12-01,134813,46769.904,336693.145,33793.402,548491.599,53698,81224.181,293982.162,146396,561125.291,290359.501,244162.127,726611.448,287327.155,165206.455,1360626.948,1781858.86,389086.251,2277138.391,6838356.228,1530637.481,1105463.621,1754577.764,260759.069,336595,600208.566,342338,7366884.598,6079725.329,4834364.402,4247325.22,402550,152630,601361,88943,1395267,130786,344990,1349144,772228,2416171,929132,1072364,2534964,734771,577592,4051242,6689981,1132329,6037227,14055252,3447766,2113109,3639556,732734,827752,2005341,743542,50318859.0,514787.0,4430909.0,3714169.0,0,0,0,0,628886.494,0,0,603687.074,1100,45826.736,40633.489,41651.534,60089.774,29778,69967.305,154178.572,1991635.645,278018.503,561996.123,2571557.913,266154.97,201314.892,216726.593,39584.442,36141.17,100488.2,26261.658,0.0,7686837.845,117976.693,160864.549,0,0,0,0,7,0,0,2,2,17,7,6,19,5,6,24,167,15,45,451,35,52,73,15,11,12,4,0,832,104,39
2007-01-01,128493,42215,312475,35749,558444,52994,81448,286376,142445,541834,281625,236585,713991,315950,153103,1447064,1813122,397455,2281404,6491596,1511583,1140408,1830326,251782,320451,719049,337831,7710353.0,5601371.0,4825523.0,4288551.0,404641,152890,603608,89472,1402097,131135,347193,1355417,780521,2388257,915493,1076567,2542066,732563,579929,4031579,6710909,1138174,6048170,14104176,3456637,2119884,3651813,736613,830969,2011483,745555,50411787.0,513717.0,4416810.0,3745497.0,0,0,0,0,621890,0,0,604117,2074,63226,47278,44710,69438,15670,83581,135761,2227237,298184,560666,2630206,262287,221755,237070,38832,30734,54326,24864,0.0,7990750.0,116057.0,167099.0,0,0,0,0,8,0,0,2,2,17,8,5,21,5,5,27,141,17,48,451,33,55,80,17,13,11,4,0,825,106,39
2007-02-01,128342,45068,320268,33111,530143,48024,79450,265171,138560,530934,277136,233734,681917,307945,152335,1340163,1749875,402396,2198901,6639774,1587858,1216282,1859144,252373,341357,650814,333767,7392941.0,5983386.0,4809237.0,4159278.0,405802,154368,606204,89866,1407187,131662,348559,1364007,784601,2379813,929752,1082276,2704700,736693,582651,4046565,6730910,1142712,6059917,14074035,3464457,2126564,3659495,739422,834012,2018306,750083,50616909.0,515950.0,4451294.0,3770466.0,0,0,0,0,568580,0,0,544144,1836,59102,45778,36610,71832,13835,74543,107577,2231613,275341,548145,2569314,236796,221225,230632,36166,33354,51217,22187,0.0,7700248.0,114706.0,164873.0,0,0,0,0,9,0,0,2,2,17,8,5,21,5,5,27,143,17,49,466,34,55,82,16,13,11,4,0,837,114,40
2007-03-01,124676,44111,323030,35788,527652,48586,80173,269635,124150,489215,273725,238337,704237,290870,147089,1385096,1759194,410449,2489362,6825090,1571170,1221343,1855041,261665,362333,663239,342476,7594317.0,6110682.0,4981067.0,4181666.0,407058,155637,608929,90237,1413272,132133,350950,1373513,788527,2388833,941173,1084219,2716309,740678,584679,4078225,6739865,1145353,6092687,14105904,3470844,2131818,3667473,738342,838216,2023231,753381,50794759.0,517002.0,4463101.0,3786624.0,0,0,0,0,636521,0,0,598879,248,66544,50428,46216,81485,16591,81367,121335,2158699,311458,649370,2684920,276723,248429,251353,42779,41017,57027,23779,0.0,8165816.0,118403.0,160949.0,0,0,0,0,9,0,0,2,2,17,8,5,21,5,6,26,142,17,54,476,34,57,83,16,13,11,4,0,851,117,40
2007-04-01,130877,43629,334719,35881,539947,48388,85493,289288,133815,533179,282120,239313,706598,296068,154237,1422440,1890161,434426,2466631,7034914,1630464,1216716,1811131,276880,373346,725109,375454,7728826.0,6298314.0,5155623.0,4328461.0,408369,155870,612029,90780,1417741,132622,352033,1381232,793098,2436666,931893,1088069,2640602,744699,587685,3999938,6768752,1148379,6085650,14125566,3478286,2137283,3673329,738927,844167,2027279,754331,50809168.0,515303.0,4443663.0,3787141.0,0,0,0,0,613933,0,0,582450,989,61939,46723,44634,74342,15264,82981,151567,2268215,292320,582141,2792564,271055,230436,244857,39337,41659,53988,28126,0.0,8212809.0,131718.0,174993.0,0,0,0,0,9,0,0,2,2,17,8,6,21,5,6,29,143,17,53,483,34,59,83,16,13,12,4,0,861,121,40
2007-05-01,134470,44184,335441,35211,556381,49688,87524,304414,133568,518816,270682,241995,708223,266047,147644,1468090,1902519,409661,2202313,6806402,1562641,1152460,1722681,253778,357519,718253,349672,7491488.0,6202432.0,4745510.0,4300847.0,409373,157515,614632,91361,1432208,132852,354277,1390184,795649,2444744,936211,1093490,2646902,747844,590040,4019530,6786513,1150024,6107004,14172279,3484762,2129367,3679265,739256,850377,2036636,755985,50968860.0,515456.0,4454119.0,3809845.0,0,0,0,0,646528,0,0,600032,4892,66191,50099,45152,81091,15586,66462,143758,2273031,306323,580786,2809493,273768,251636,256655,39765,41915,59232,30245,0.0,8355324.0,118608.0,168708.0,0,0,0,0,9,0,0,2,2,17,8,6,21,5,6,29,145,17,55,499,34,61,87,16,13,12,4,0,886,122,40
2007-06-01,131916,41859,350911,34038,571419,53428,90536,294871,140458,529164,270546,226097,685241,297393,148049,1441654,1874594,391855,1996526,6631389,1547979,1140300,1664061,227714,338406,691161,355115,7204161.0,6291358.0,4450888.0,4220273.0,410651,158287,618250,92014,1438323,133362,357045,1398068,799539,2456157,939557,1097880,2655031,752003,592690,4034547,6810330,1151784,6116002,14222893,3489670,2132947,3683668,738044,854955,2040686,757399,51120945.0,516307.0,4463096.0,3831434.0,0,0,0,0,625211,0,0,580119,2393,64739,49356,47781,74220,16445,70660,140395,2260257,285332,552436,2898100,269205,239865,253197,39179,42278,59476,29436,0.0,8290954.0,136252.0,172874.0,0,0,0,0,8,0,0,2,2,19,8,6,21,5,6,28,147,17,55,550,34,62,87,16,14,12,4,0,900,162,41
2007-07-01,137448,44820,337251,31787,567987,52467,88079,301272,140703,522754,264226,223312,671088,286150,141713,1473733,1795536,387853,1959811,6508653,1517598,1115007,1629984,232267,361664,666934,348763,7071277.0,6179612.0,4353510.0,4204461.0,410927,159358,622878,92389,1448382,133671,360596,1404433,805044,2461417,943025,1100974,2662445,755642,595297,4054221,6829043,1153632,6103114,14253064,3468060,2141109,3689488,741424,860041,2048754,760566,51216986.0,517260.0,4470386.0,3854362.0,0,0,0,0,652953,0,0,600101,1179,68143,51884,49505,74079,16883,83418,161743,2253886,283797,558650,2842396,283602,251443,259264,41392,43816,82492,31853,0.0,8389591.0,133378.0,169510.0,0,0,0,0,8,0,0,2,2,19,8,6,21,5,6,29,147,17,55,561,34,64,87,16,14,14,4,0,918,157,44
2007-08-01,135274,44102,356199,34555,578259,50958,93308,328381,143735,549658,272326,229300,669473,292841,144041,1466085,1865200,405038,2010546,6616370,1585397,1131539,1677391,232126,364441,676082,352941,7344516.0,6269518.0,4407561.0,4283971.0,411358,160144,624502,92467,1460696,134691,363117,1408980,805922,2468697,946411,1104165,2672508,760055,597387,4081693,6849474,1158273,6121027,14298058,3502255,2152229,3698232,742555,862156,2055701,762714,51420926.0,518336.0,4479755.0,3876450.0,0,0,0,0,658053,0,0,600649,1141,68139,51472,48260,75385,16668,87060,168338,2306342,292407,593493,2881336,281219,261663,257436,41368,46345,107185,31608,0.0,8590485.0,112664.0,172418.0,0,0,0,0,8,0,0,2,2,19,8,6,21,5,6,29,147,17,55,563,34,64,92,16,14,14,4,0,931,154,41
2007-09-01,148596,47298,361337,35567,582452,57185,94796,306132,152868,547757,279694,226509,661080,270788,143118,1439428,1912529,386578,2126518,7047300,1611502,1125054,1631441,251450,384499,690436,365197,7449312.0,6339584.0,4642086.0,4456127.0,411026,160618,627612,93143,1472351,134566,365180,1412651,811739,2478085,949191,1108478,2678325,765226,599570,4105936,6867684,1160676,6124131,14328109,3503283,2157789,3703889,745137,866335,2062318,759041,51518818.0,519630.0,4487038.0,3926603.0,0,0,0,0,637376,0,0,585077,1969,65486,49712,47123,72243,16403,84581,198056,2341086,291226,580056,2900217,269613,268388,251843,40740,44013,71587,31832,0.0,8526694.0,145097.0,176836.0,0,0,0,0,8,0,0,2,2,19,9,6,21,5,6,30,147,20,56,565,34,66,92,16,14,14,4,0,940,155,41
2007-10-01,144772,49165,367171,36003,602767,55565,94121,328698,154569,578910,286006,245798,718753,296127,149531,1541254,1948393,396361,2125904,6967375,1624573,1103363,1650025,268642,398860,724030,378832,7511776.0,6361198.0,4742935.0,4619659.0,413037,161926,629413,93520,1482793,135092,368144,1420805,813930,2490997,954156,1112840,2691290,767297,602687,4140220,6882842,1164300,6160256,14370709,3520711,2164617,3713653,748858,870513,2068703,761122,51736528.0,522678.0,4504550.0,3940675.0,0,0,0,0,656961,0,0,603060,626,68232,52807,51619,75899,16672,90682,181751,2272836,307766,571441,2898574,308538,290590,263305,39153,45646,74836,29173,0.0,8590881.0,138877.0,170409.0,0,0,0,0,8,0,0,2,2,19,9,6,20,5,6,29,147,20,56,550,34,66,96,16,14,14,4,0,932,150,41
2007-11-01,145373,48531,376022,39537,602996,54117,93012,332513,165532,587419,298112,256321,732774,320928,160133,1534609,1965629,461982,2251927,7143942,1635556,1147891,1667764,263158,366037,678265,379246,7768281.0,6402820.0,4958240.0,4579985.0,414908,163068,631573,94108,1493198,135543,370108,1431061,819254,2479854,957026,1117105,2703417,770424,605741,4167040,6890868,1168196,6173397,14400436,3534988,2170811,3722776,751564,874307,2073196,763810,51878451.0,523469.0,4519124.0,3956733.0,0,0,0,0,635994,0,0,582774,2318,66028,50192,49657,73726,16543,86691,186445,2368776,289851,559265,2941893,292755,286263,264681,41254,43783,78716,27560,0.0,8622324.0,147401.0,175440.0,0,0,0,0,8,0,0,2,2,19,9,6,21,5,6,30,147,20,56,563,34,66,97,16,14,14,4,0,939,158,42
2007-12-01,143568,46336,360832,38067,600808,54522,87618,324486,158799,589570,302091,252557,785141,314438,163334,1506751,1859449,426983,2196236,7078720,1614627,1144928,1757038,271618,348630,636983,375393,7618124.0,6350357.0,5009245.0,4461797.0,416277,164086,633867,94365,1500579,136350,372548,1438194,822977,2490218,961494,1121532,2712568,772434,608912,4194152,6904286,1173018,6177698,14464819,3542553,2175614,3730250,754430,875395,2076625,766475,52057455.0,524589.0,4528687.0,3970985.0,0,0,0,0,659266,0,0,604309,2183,61842,50010,51237,67573,14693,85062,212704,2332098,300332,608647,2818847,304671,252829,259070,41337,42760,70207,25726,0.0,8542266.0,152417.0,170720.0,0,0,0,0,8,0,0,2,2,19,9,6,20,5,6,29,147,20,56,555,34,67,97,16,14,14,4,0,933,156,41
2008-01-01,138465,46028,331368,35196,581198,54293,89685,310372.235,156434,577896,300937,268681,784377,333516,164121,1627228,1952272,435111,2448282,6673832,1611559,1145154,1931692,246827,341583,685000,365787,8134240.673,5906222.408,5073996.846,4522434.308,418886,166942,635374,93530,1500554,137098,376257,1451679,813958,2503468,978061,1128776,2717864,776090,611993,4215804,6934621,1181105,6220367,14517964,3551702,2175636,3743801,755935,884310,2084514,769207,52285499.0,527073.0,4559039.0,3973885.0,0,0,0,0,614087,0,0,604853,0,44916,43085,38492,24133,16918,84461,124969,1958577,292305,583062,2814192,297822,244206,260645,41645,32442,69671,28571,0.0,7887126.0,153525.0,178401.0,0,0,0,0,7,0,0,4,0,16,9,6,12,3,7,23,196,20,58,548,52,62,97,16,13,15,4,0,956,152,60
2008-02-01,133501,45807,331440,36036,556936,48433,87579,278019.653,146903,563244,303048,255880,775680,315637,164247,1557630,1871760,426989,2304654,7197059,1656296,1285859,1969086,257237,353536,675041,364079,7958717.008,6522654.442,5041960.48,4438284.723,419838,167908,637082,93833,1519644,137529,376660,1464507,818256,2514069,981483,1132278,2725487,780607,614648,4231291,6948474,1185934,6212848,14849014,3559541,2156551,3750827,759839,887547,2090926,771817,52669169.0,530333.0,4595055.0,3993881.0,0,0,0,0,596564,0,0,565974,0,57870,43229,43517,22251,14903,74682,102055,1776375,266564,530494,2714832,284918,242543,250845,38730,35602,79817,27559,0.0,7443966.0,148044.0,177314.0,0,0,0,0,7,0,0,4,0,16,8,6,11,3,7,21,189,20,58,540,52,60,96,16,13,15,4,0,934,153,59
