,CONSUMO_CATIVO_RO,CONSUMO_CATIVO_AC,CONSUMO_CATIVO_AM,CONSUMO_CATIVO_RR,CONSUMO_CATIVO_PA,CONSUMO_CATIVO_AP,CONSUMO_CATIVO_TO,CONSUMO_CATIVO_MA,CONSUMO_CATIVO_PI,CONSUMO_CATIVO_CE,CONSUMO_CATIVO_RN,CONSUMO_CATIVO_PB,CONSUMO_CATIVO_PE,CONSUMO_CATIVO_AL,CONSUMO_CATIVO_SE,CONSUMO_CATIVO_BA,CONSUMO_CATIVO_MG,CONSUMO_CATIVO_ES,CONSUMO_CATIVO_RJ,CONSUMO_CATIVO_SP,CONSUMO_CATIVO_PR,CONSUMO_CATIVO_SC,CONSUMO_CATIVO_RS,CONSUMO_CATIVO_MS,CONSUMO_CATIVO_MT,CONSUMO_CATIVO_GO,CONSUMO_CATIVO_DF,CONSUMO_CATIVO_Residencial,CONSUMO_CATIVO_Industrial,CONSUMO_CATIVO_Comercial,CONSUMO_CATIVO_Outros,CONSUMIDORES_CATIVO_RO,CONSUMIDORES_CATIVO_AC,CONSUMIDORES_CATIVO_AM,CONSUMIDORES_CATIVO_RR,CONSUMIDORES_CATIVO_PA,CONSUMIDORES_CATIVO_AP,CONSUMIDORES_CATIVO_TO,CONSUMIDORES_CATIVO_MA,CONSUMIDORES_CATIVO_PI,CONSUMIDORES_CATIVO_CE,CONSUMIDORES_CATIVO_RN,CONSUMIDORES_CATIVO_PB,CONSUMIDORES_CATIVO_PE,CONSUMIDORES_CATIVO_AL,CONSUMIDORES_CATIVO_SE,CONSUMIDORES_CATIVO_BA,CONSUMIDORES_CATIVO_MG,CONSUMIDORES_CATIVO_ES,CONSUMIDORES_CATIVO_RJ,CONSUMIDORES_CATIVO_SP,CONSUMIDORES_CATIVO_PR,CONSUMIDORES_CATIVO_SC,CONSUMIDORES_CATIVO_RS,CONSUMIDORES_CATIVO_MS,CONSUMIDORES_CATIVO_MT,CONSUMIDORES_CATIVO_GO,CONSUMIDORES_CATIVO_DF,CONSUMIDORES_CATIVO_Residencial,CONSUMIDORES_CATIVO_Industrial,CONSUMIDORES_CATIVO_Comercial,CONSUMIDORES_CATIVO_Outros,CONSUMO_LIVRE_RO,CONSUMO_LIVRE_AC,CONSUMO_LIVRE_AM,CONSUMO_LIVRE_RR,CONSUMO_LIVRE_PA,CONSUMO_LIVRE_AP,CONSUMO_LIVRE_TO,CONSUMO_LIVRE_MA,CONSUMO_LIVRE_PI,CONSUMO_LIVRE_CE,CONSUMO_LIVRE_RN,CONSUMO_LIVRE_PB,CONSUMO_LIVRE_PE,CONSUMO_LIVRE_AL,CONSUMO_LIVRE_SE,CONSUMO_LIVRE_BA,CONSUMO_LIVRE_MG,CONSUMO_LIVRE_ES,CONSUMO_LIVRE_RJ,CONSUMO_LIVRE_SP,CONSUMO_LIVRE_PR,CONSUMO_LIVRE_SC,CONSUMO_LIVRE_RS,CONSUMO_LIVRE_MS,CONSUMO_LIVRE_MT,CONSUMO_LIVRE_GO,CONSUMO_LIVRE_DF,CONSUMO_LIVRE_Residencial,CONSUMO_LIVRE_Industrial,CONSUMO_LIVRE_Comercial,CONSUMO_LIVRE_Outros,CONSUMIDORES_LIVRE_RO,CONSUMIDORES_LIVRE_AC,CONSUMIDORES_LIVRE_AM,CONSUMIDORES_LIVRE_RR,CONSUMIDORES_LIVRE_PA,CONSUMIDORES_LIVRE_AP,CONSUMIDORES_LIVRE_TO,CONSUMIDORES_LIVRE_MA,CONSUMIDORES_LIVRE_PI,CONSUMIDORES_LIVRE_CE,CONSUMIDORES_LIVRE_RN,CONSUMIDORES_LIVRE_PB,CONSUMIDORES_LIVRE_PE,CONSUMIDORES_LIVRE_AL,CONSUMIDORES_LIVRE_SE,CONSUMIDORES_LIVRE_BA,CONSUMIDORES_LIVRE_MG,CONSUMIDORES_LIVRE_ES,CONSUMIDORES_LIVRE_RJ,CONSUMIDORES_LIVRE_SP,CONSUMIDORES_LIVRE_PR,CONSUMIDORES_LIVRE_SC,CONSUMIDORES_LIVRE_RS,CONSUMIDORES_LIVRE_MS,CONSUMIDORES_LIVRE_MT,CONSUMIDORES_LIVRE_GO,CONSUMIDORES_LIVRE_DF,CONSUMIDORES_LIVRE_Residencial,CONSUMIDORES_LIVRE_Industrial,CONSUMIDORES_LIVRE_Comercial,CONSUMIDORES_LIVRE_Outros
2021-04-01,256337.662,82125.98,350325,86793.194,631802.178,97988.239,180966.088,493920.628,285543.232,823010,390794,381823.63,931029,271257.624,244401.415,1446981.522,2404997.151,562557.597,2333333.443,6996713.541,1794819.318,1554929.636,1794892.463,448500.982,583273.381,947857.575,455607,13358596.752,2046212.333,5295692.128,6132080.266,668018,277918,942969,180800,2754699,208683,625627,2580122,1345039,3836729,1505366,1757655,3836746,1180827,955750,6266944,9436537,1741759,7227598,19614859,5023245,3215981,4839905,1182253,1527749,3182809,1100692,75189003.0,457866.0,5853490.0,5516920.0,19143.576,4309.688,150480,0,1098527.133,0,31747.202,129777.47,21643.931,211334.084,112055,109896.383,365597.145,111792.408,90755.458,782418.184,2682762.634,302703.274,1072208.377,4707749.266,1169043.332,899194.68,897012.503,127486.991,175623.72,461771.319,82716,298.0,13161796.129,1991532.825,664122.804,61,34,234,0,422,0,100,199,112,1317,211,141,548,98,116,705,2236,584,2005,7827,2137,1433,2022,314,378,527,223,1,9505,13653,825
2021-05-01,255176.294,77836.214,359146,78872.782,653286.747,91576.358,178214.342,497587.052,294435.521,816771,353684,362582.212,847254,264841.109,224134.222,1288324.62,2244844.26,534690.28,2030933.711,6459230.438,1608342.076,1333913.964,1663412.69,384863.143,584151.422,925510.962,434019,11973657.267,1896086.089,4900400.781,6077490.282,669064,278121,946267,181509,2752424,209956,626187,2588838,1342839,3859299,1507796,1760295,3844709,1179229,957423,6278297,9439486,1746451,7217053,19618280,5030476,3223366,4845704,1181753,1533327,3190392,1102156,75271305.0,459723.0,5854791.0,5524878.0,21211.802,4672.275,157305,0,1144449.858,0,34232.384,136686.808,25693.274,211395.485,111899,108736.129,376352.23,129064.662,95618.7,827935.965,2781683.771,336512.183,1075727.551,4499633.393,1206220.622,915157.096,852855.9,125493.509,187535.836,491764.823,84928,436.0,13372961.109,1937373.903,631995.244,61,34,237,0,435,0,105,214,116,640,220,142,565,100,119,725,2264,593,2031,8016,2166,1459,2048,318,387,540,227,1,9691,13220,850
2021-06-01,255377.769,87531.831,372984,79367.203,670563.764,96475.842,184741.449,506254.645,306954.662,854449,369789,348389.602,861374,248740.102,215619.288,1356230.878,2308199.431,529433.039,1953382.258,6328658.562,1582589.307,1319121.402,1547715.456,365077.745,617086.101,998977.958,450672,12012389.103,1911949.134,4865850.459,6025567.598,669859,278748,948294,182613,2769962,210321,627645,2596937,1340142,3877700,1510287,1763315,3845210,1168976,960606,6291589,9456102,1751850,7218888,19768211,5040239,3230505,4845520,1183330,1537775,3192507,1104860,75519323.0,460667.0,5859077.0,5532924.0,21498.882,4458.181,156191.271,0,1094435.798,0,36099.218,154101.612,26033.478,221167.765,114291,108384.096,341406.122,95989.619,86656.324,777181.95,2686739.374,354589.683,1020711.065,4570127.347,1151436.514,894643.317,834956.711,123621.196,188495.101,475573.643,83462,436.0,13084819.973,1915458.414,621536.88,61,34,241,0,441,0,107,219,120,662,231,151,573,102,123,733,2289,604,2049,8225,2218,1472,2110,326,397,549,232,1,9768,13639,861
2021-07-01,247367.218,75658.347,372436,82118.981,664845.583,94738.142,179388.492,527594.858,305738.106,807188,360586,349354.802,807967,243394.615,213768.531,1306886.225,2224546.037,521081.127,1839242.509,6258432.766,1553190.907,1361844.529,1599338.041,336179.579,579592.509,927568.936,415420,11712264.238,1917514.361,4687657.829,5938031.412,670714,279057,949337,184358,2768584,210933,628880,2610497,1345946,3940024,1512956,1767760,3858452,1177575,962923,6305837,9466454,1756982,7239001,19793652,5039910,3238194,4854491,1184893,1543216,3200157,1107103,75719388.0,460965.0,5868281.0,5549252.0,21922.467,4610.135,158312.127,0,1110146.938,0,37857.799,168046.065,27655.695,228355.864,125741,121682.431,377479.129,98858.708,97515.338,825069.855,2760583.584,348682.063,1005327.546,4570336.396,1208437.458,920022.412,829449.939,131279.356,195942.999,483626.933,86101,374.0,13385047.765,1923698.813,633922.659,62,34,242,0,448,0,110,221,132,611,234,154,589,102,125,748,2314,612,2087,8347,2246,1495,2134,336,408,547,248,1,9878,13804,903
2021-08-01,273359.457,86324.091,406117,83746.926,695957.418,104959.122,182178.595,538594.528,313122.245,847468,363416,351216.185,825324,240467.554,200516.269,1302886.042,2330245.23,509132.733,1890291.818,6298280.809,1603421.46,1369438.331,1615195.055,343419.241,625812.141,894998.93,445247,11849544.532,1977759.976,4823196.817,6090634.855,671163,279433,948875,185578,2781242,211423,630051,2609527,1352151,3916152,1515502,1769412,3864657,1184809,964787,6320458,9490254,1761355,7228644,19848404,5048630,3247350,4863553,1185916,1551716,3207404,1113371,75887478.0,461618.0,5870237.0,5532484.0,22247.148,4887.808,167480.82,0,1096398.176,0,38442.435,171945.809,27872.763,245738.078,126003,122425.188,388981.018,129585.323,109037.095,804562.189,2777730.487,344805.148,1025780.127,4624577.011,1240987.557,938578.907,839323.573,140133.331,201246.93,497052.14,86371,336.0,13462949.136,2020296.405,688611.52,62,34,242,0,456,0,111,224,132,680,236,155,594,105,136,752,2365,618,2107,8420,2287,1515,2194,338,414,589,254,1,10007,14088,924
2021-09-01,291603.364,98412.281,414024,95028.772,698429.031,105012.772,193632.95,564405.929,334147.427,868657.766,376351,355137.146,833274,260960.091,206218.014,1346646.394,2440219.885,551841.284,2074644.781,6807156.481,1643952.961,1343333.657,1436649.45,406809.781,717244.151,1059527.414,476536,12610762.828,1991611.379,5159730.179,6237752.396,672181,279428,949047,187126,2793594,211648,631431,2614959,1353673,3879399,1517535,1769664,3866948,1185943,964453,6334570,9510722,1763386,7198387,19879112,5054021,3254317,4867640,1184533,1553656,3218443,1113470,75966902.0,461306.0,5876107.0,5504971.0,17312.419,4790.932,164478.461,0,1070342.173,0,36206.451,172656.837,27708.667,244446.446,121846,122052.078,382285.531,131609.475,108797.763,731999.901,2680714.495,336945.594,1031899.468,4745542.819,1173080.996,915986.482,836090.717,135901.249,195019.655,487839.824,87050,419.0,13174502.761,2114959.004,672723.668,62,34,248,0,470,0,114,235,135,637,242,157,607,109,140,767,2397,634,2129,8608,2333,1530,2239,340,421,552,257,1,10087,14328,981
2021-10-01,293198.879,101391.179,406199,96460.695,703631.094,104087.781,187101.522,570598.148,326395.499,881223.979,386590,378498.137,896126,289906.314,218447.985,1421979.999,2397972.302,548463.414,2002862.156,6767100.787,1656875.131,1339281.012,1469142.826,412446.315,708644,1085422.741,472553,12551626.042,1944512.135,5290873.563,6335588.155,674769,279963,949915,187596,2896182,211958,633086,2617254,1356973,3830550,1520265,1772815,3869598,1191145,963937,6347875,9523576,1767149,7202101,19918873,5061428,3262275,4876114,1186225,1557033,3215821,1115048,76145434.0,460979.0,5875547.0,5507564.0,19396.584,4746.775,170374.669,0,1092696.917,0,38801.806,176846.691,28835.567,250844.996,119742,122107.22,421665.705,101349.197,105992.09,841489.963,2804401.453,387354.182,1075130.019,4813995.585,1238084.332,917003.855,833036.968,130591.775,197217.191,503128.245,96055,391.0,13591441.745,2198285.444,700770.596,63,34,250,0,479,0,118,241,137,1042,245,161,623,113,142,779,2419,637,2151,8719,2354,1545,2280,340,425,565,262,1,10271,14858,994
2021-11-01,272503.047,90034.54,406416,100007.222,699534.388,105587.201,174610.079,556310.243,314835.979,887204.357,394200,382244.527,905407,303509.756,220371.556,1366872.805,2251592.456,495415.637,2005386.754,6491012.824,1653064.604,1358555.548,1585864.307,398118.208,632286.438,974144.448,455553,12391745.923,1906747.287,5245686.507,5936463.207,671998,279276,951862,188559,2805994,214335,634548,2623397,1361594,3806741,1522710,1773080,3877086,1196023,964054,6359411,9536694,1767742,7200442,19937455,5069257,3271755,4883535,1187817,1554945,3222054,1117619,76171887.0,461396.0,5874290.0,5472410.0,20000.203,4715.32,163891.75,0,1104901.001,0,35704.37,176587.889,27943.834,250316.89,125693,121107.232,411449.526,86436.286,103874.183,848449.968,2746571.504,358957.23,1056138.841,4831945.363,1229045.537,941485.693,838342.713,133080.021,190943.255,498278.261,89205,453.0,13445011.522,2238953.694,710646.654,65,36,250,0,493,0,119,249,143,681,259,162,635,118,141,795,2450,647,2189,8819,2383,1558,2328,346,428,577,266,1,10334,14813,989
2021-12-01,273313.173,89166.589,387910,95919.699,705678.403,92729.826,170504.309,562507.948,320316.634,936197,408428,414165.867,955736,313995.038,228864.277,1342543.696,2182238.103,515107.751,2183264.998,6959953.526,1789579.31,1433361.124,1773295.982,422927.765,631803.559,986555,470633,13098917.806,1878527.258,5594073.77,6075177.743,674111,279118,953640,189622,2810386,198743,635005,2629206,1365098,3813682,1525598,1774767,3880775,1199198,966463,6372493,9540172,1774963,7117395,19987620,5078798,3279979,4885511,1189334,1562577,3226989,1122076,76245552.0,461105.0,5875937.0,5450725.0,22867.771,5099.647,149125.07,0,1150855.002,0,33577.614,174835.117,28183.016,244152,123760,116767.469,414551.454,136244.592,117188.556,874677.333,2768497.387,346972.456,1032331.421,4734507.88,1191726.867,890877.811,815203.707,136390.047,189601.864,494969.644,88918,415.0,13196434.623,2365389.464,719642.638,70,36,260,0,504,0,122,252,144,750,265,164,640,123,150,804,2477,655,2217,8904,2415,1590,2368,348,433,587,275,1,10428,15132,992
2022-01-01,262660.211,89790.318,368536,89988.264,643400.146,83128.161,157086.854,504764.486,283902.131,859851.554,404440,379518.79,904694,297518.245,227870.638,1284299.959,2258147.441,536127.812,2209222.888,6604429.517,1825937.838,1572395.368,1992169.448,438130.17,586284.715,901240.251,438043,13063159.814,1696379.103,5508481.62,5935557.668,673311,279642,954862,190795,2842679,205555,633481,2631324,1365815,4064098,1528432,1736608,3885797,1196680,961742,6381188,9549468,1776571,7503529,19976667,5085761,3290768,4893787,1162296,1563430,3234099,1122573,76834967.0,462246.0,6085822.0,5307923.0,21247.553,4992.09,156811,0,1124962,722.531,30297.978,155170.634,25873.016,226371.514,122267,115616.049,398138.853,131667.019,99648.532,848322.738,2683980.584,339828.945,1091398.68,4803666.987,1242509.484,962644.054,900059.028,135248.579,184743.431,484326.289,86127,360.414,13075857.699,2460522.776,839900.679,71,36,268,0,513,9,123,257,147,588,267,164,680,124,161,836,2504,672,2365,9121,2453,1615,2509,366,444,619,281,1,10510,15624,1058
2022-02-01,238689.166,83589.59,354587,92881.772,617170.515,72590.788,153187.41,471490.087,268851.613,780937.927,366493,352879.631,872075,292193.246,228494.655,1299749.148,2162267.42,566817.196,2354033.244,6529718.283,1823688.551,1625254.856,1943896.55,421172.282,569132.776,913282.459,431901,12919991.037,1757537.951,5579089.53,5630406.647,673332,279617,957436,191912,2822952,185544,633385,2636345,1367495,4065918,1531559,1737062,3884929,1199740,964126,6390634,9547078,1777299,7526768,20027498,5091217,3293403,4896658,1161503,1561916,3243122,1122819,77030469.0,458997.0,6085432.0,5196369.0,20529.505,4181.463,149340,0,955102.999,707.967,32436.119,143163.014,22680.813,240558.356,107959,110311.538,410649.041,142556.274,101429.784,785733.927,2518085.57,322907.69,1055082.329,4817500.486,1297814.441,953088.079,899226.415,134621.372,185346.803,474847.815,80935,174.116,12680149.719,2399454.527,887017.438,71,36,272,0,525,9,124,259,149,582,270,164,690,125,166,849,2539,672,2400,9209,2476,1649,2542,376,451,634,283,1,10594,15859,1068
2022-03-01,267313.807,85632.457,378155,94967.166,667616.999,79585.635,172538.078,519634.221,285377.238,824702.797,384749,392714.02,925871,306799.724,235928.295,1386798.04,2426040.283,668377.934,2501027.643,7073088.653,1879317.011,1630313.169,1929667.545,451152.382,633683.397,919813.451,443880,13920233.753,1820678.435,5875320.632,5948512.125,677513,280219,959033,193141,2847097,186502,636650,2643468,1371327,4065987,1534271,1742866,3889039,1206827,966407,6401284,9574608,1793233,7469391,20043563,5102716,3305426,4909845,1166726,1565947,3255431,1127218,77273134.0,451839.0,6031778.0,5158984.0,23384.231,4979.865,166645,0,1026759.652,812.173,35249.354,145692.892,26242.942,234329.128,127654,119742.798,411110.976,154874.555,114636.824,862717.942,2913605.686,348704.75,1136598.059,4950740.376,1359363.881,1041199.389,923680.244,156632.259,200028.789,483804.42,92595,349.837,13667892.281,2527586.45,865956.617,71,36,272,0,532,9,124,262,150,603,272,163,699,129,169,867,2568,687,2446,9284,2496,1673,2575,388,457,639,283,1,10658,16113,1082
2022-04-01,259394.692,86996.87,355454,92541.958,652810.353,81612.157,174113.222,493042.411,278353.181,805732.421,370633,370353.095,881692,280306.028,226235.65,1369530.662,2446144.111,587286.131,2369423.966,6917927.241,1710412.458,1451811.484,1601863.801,415743.226,629410.807,980437.395,455591,12871669.228,1892899.997,5746791.629,5833492.466,677802,280347,961391,194394,2868169,184454,637800,2647726,1373302,4073053,1536386,1744368,3889517,1206886,968636,6411320,9580983,1782301,7571502,20061875,5105972,3309650,4912228,1168183,1568522,3258753,1126500,77501073.0,450985.0,6025591.0,5124371.0,21506.033,4871.636,161315,0,1005597.412,1176.139,37964.92,153751.013,26483.084,251611.021,119170,114737.088,401956.661,139220.73,104097.075,853482.601,2812056.226,350464.262,1109798.18,5176658.848,1256466.006,933559.004,950934.164,134815.732,193379.616,516390.292,90898,370.88,13545937.83,2482533.197,893518.836,71,36,280,0,542,10,125,263,150,624,273,163,704,132,173,875,2593,697,2478,9391,2513,1689,2609,393,459,644,284,1,10752,16327,1091
2022-05-01,279804.84,89370.249,370705,88947.081,681425.821,88539.733,184539.666,547176.59,295216.607,779906.328,364638,374313.692,878496,285707.749,219224.716,1380229.54,2378804.488,577444.195,2034907.35,6415828.064,1608188.012,1321713.11,1448280.846,368322.856,619574.576,1000529.86,441951,12276617.3,1759460.91,5286799.328,5800908.431,680256,281447,965500,195482,2906372,187209,639512,2647861,1377875,4080125,1539218,1748912,3895269,1213260,970113,6421865,9592499,1791792,7647400,20130342,5114725,3318489,4922353,1169365,1573003,3269385,1127693,77788706.0,451667.0,6032566.0,5134383.0,21729.245,5039.352,173497,0,1075470.525,1191.581,39815.829,174435.496,28951.78,244307.657,119708,112853.974,415393.39,75003.872,110173.913,865466.412,2889611.647,371449.355,1098444.847,5022357.091,1306415.428,991186.447,860952.191,137064.583,201482.512,503636.041,92371,365.441,13752566.781,2315338.864,869738.082,70,36,284,0,548,11,126,264,151,623,273,164,711,135,180,880,2612,708,2550,9460,2536,1720,2633,394,465,670,287,1,10834,16494,1162
2022-06-01,262286.548,83394.684,371362,85622.555,687168.529,92015.566,183380.048,526280.022,298466.662,774929.402,331918,335851.663,830444,240266.502,198869.739,1344333.179,2328924.081,513399.467,1841795.961,6190934.287,1604751.965,1336867.86,1546251.961,323418.067,607374.278,974951.431,445676,11916041.238,1831777.585,4977546.216,5635569.418,681066,281962,969725,196072,2885573,189128,640967,2653295,1381373,4087349,1541478,1751464,3900772,1211162,971183,6434511,9607277,1793516,7684346,20123231,5123131,3323182,4925728,1171636,1577572,3268882,1130471,77910666.0,450907.0,6029823.0,5114656.0,21809.667,4667.266,164986,0,1120692.49,1320.993,41723.109,204364.266,28223.297,267079.42,116143,110389.008,372946.647,117131.672,95979.465,828111.556,2774450.623,334630.738,1034761.611,4905677.545,1256105.799,964440.033,880319.367,131172.171,206873.631,506477.52,91701,406.974,13540474.943,2175859.504,865436.473,70,36,297,0,557,12,127,271,151,657,276,174,720,135,180,899,2635,714,2563,9577,2555,1750,2632,407,475,661,289,1,10917,16709,1193
2022-07-01,272090.285,92017.516,384812,86981.246,688944.941,87476.358,185903.092,531642.34,304347.977,764080.586,332971,336786.832,780538,251649.665,194290.37,1304923.847,2310130.663,490726.577,1804685.616,6148477.523,1558192.477,1288308.689,1573675.903,328515.894,611715.189,977453.849,422857,11976375.552,1792346.845,4906183.755,5439289.283,682604,283033,973212,196323,2892556,188078,642334,2657333,1383625,4092611,1543749,1754542,3907681,1230975,973328,6438026,9623749,1796680,7692659,20182753,5130441,3330299,4944613,1172999,1577999,3275465,1132355,78103287.0,449824.0,6038812.0,5108099.0,23752.953,5128.912,179053,0,1204485.999,1310.879,42896.352,251814.88,29456.449,255935.507,119744,116153.708,388846.916,174825.089,90328.419,876425.188,2880038.979,334970.198,1057677.763,4921912.311,1308149.696,1004355.815,896859.907,151109.985,216886.03,503407.634,87451,411.834,14010136.383,2251991.46,860437.892,71,36,303,0,579,13,127,278,157,661,278,175,735,141,182,916,2652,724,2604,9646,2592,1775,2676,407,481,665,290,1,10997,16920,1246
2022-08-01,289237.357,96324.297,423443,99939.7,728445.014,95945.224,192994.352,585314.229,307121.181,802514.253,333330,335110.709,800956,255145.876,194834.229,1323020.682,2307475.352,538616.566,1855951.44,6378776.234,1606673.649,1301763.554,1511080.061,358841.475,654578.246,968164.727,436618,12075309.939,1844922.401,5023218.063,5838765.004,684591,283557,977164,195868,2931426,194950,644445,2666334,1385331,4100163,1546584,1758522,3914625,1261767,975995,6446609,9659455,1802653,7703842,20266316,5138457,3341325,4956186,1173844,1580364,3302436,1134335,78401739.0,447419.0,6057587.0,5120399.0,24513.437,4879.835,195875,0,1221120.464,1493.797,44634.395,295915.366,29539.056,266655.303,127305,120072.068,387515.348,172610.649,105342.499,856908.914,2860251.86,352442.557,1052387.291,5030452.03,1306753.704,1015840.56,903144.571,152622.27,221192.118,513910.019,94681,334.778,14167962.739,2285033.63,904727.964,72,36,314,0,592,13,129,281,158,655,285,179,759,145,186,932,2695,730,2649,9731,2602,1798,2711,409,486,666,291,1,11127,17098,1278
2022-09-01,294609.754,94611.508,421620,100954.568,756006.115,99181.53,205899.702,595917.553,344646.579,829367.84,359283,355252.108,821015,266794.96,202661.958,1345987.935,2379308.028,541169.279,1846049.629,6483506.478,1632496.139,1308315.949,1495655.996,355815.595,690449.347,1038276.637,471449,12504944.662,1862459.942,5117933.755,5850963.828,685966,284438,982435,196406,2913990,182268,645588,2665536,1397260,4108083,1548833,1762217,3922813,1266857,980032,6462088,9672127,1805612,7709582,20349075,5148077,3346051,4968891,1175250,1584758,3317927,1135989,78575825.0,447331.0,6074038.0,5120955.0,23994.568,4778.052,186969,0,1146986.146,1423.269,43378.197,324664.937,30003.485,275542.232,124293,114116.366,389044.025,127935.842,108323.507,807849.378,2793475.596,347668.505,1015394.188,5036271.454,1228652.983,969192.76,902437.807,146133.615,215227.141,524999.988,93428,408.696,13822052.84,2275419.798,884302.707,73,38,317,0,600,13,129,283,160,680,290,182,789,149,187,944,2734,750,2671,9839,2632,1824,2746,410,494,684,291,1,11239,17366,1303
2022-10-01,297333.414,100006.423,412078,106562.165,748165.228,108874.428,213063.518,594653.572,344396.12,866902.533,363323,361386.294,838448,290366.098,212997.238,1346595.875,2449572.016,548895.556,1850653.282,6377350.169,1616806.89,1287317.497,1413204.432,346930.626,676702.273,1058150.919,475923,12604802.241,1767142.275,5086697.515,5848016.535,686493,285185,984119,197365,2919021,191196,647222,2668779,1407589,4114774,1550364,1765116,3931804,1276932,980884,6475351,9693084,1810306,7582989,20293151,5152046,3353789,4978108,1176947,1587223,3322727,1137591,78550504.0,447023.0,6069577.0,5103051.0,24427.631,4928.89,195408,0,1165293.999,1500.757,43650.98,373319.106,30880.559,262371.063,128343,118723.597,401251.462,120741.964,114090.239,875974.949,2886479.394,344207.833,1086383.511,4952752.802,1235895.615,996054.725,868615.077,168359.001,209640.553,502961.42,100226,414.056,13944972.635,2395503.266,871592.17,73,38,331,0,601,13,131,288,160,659,294,187,822,153,191,962,2757,756,2695,9950,2667,1841,2781,418,496,692,297,1,11345,17592,1315
2022-11-01,279266.271,97798.405,408476,98872.356,720466.905,83892.906,189365.461,590893.061,321060.146,883158.747,380996,384871.569,904169,294957.249,216775.073,1445678.836,2280977.91,553878.86,1993510.38,6650745.506,1635857.149,1329970.17,1507575.409,357657.533,642342.343,1032907.905,473173,12949280.26,1744709.784,5307001.739,5758302.367,689288,286651,985844,198290,2913133,190949,649079,2671591,1418319,4119839,1552341,1768238,3938844,1273407,982610,6488056,9702218,1813202,7561900,20338550,5159547,3361777,4994214,1180308,1593768,3335772,1140952,78699811.0,446781.0,6075722.0,5086373.0,23265.406,4886.183,188094,0,1170867.498,1419.568,36810.111,397637.196,29579.891,265634.148,128182,112178.686,354885.491,114257.084,109152.365,851380.985,2769622.523,338702.226,1067849.463,4926068.056,1229714.389,983596.575,893635.091,160488.187,194762.237,519428.085,92024,423.968,13659501.685,2431006.891,873188.9,74,39,338,0,611,13,135,297,162,683,297,191,846,158,191,979,2787,768,2731,10031,2700,1854,2827,430,512,673,305,1,11411,17869,1351
2022-12-01,295529.22,95540.124,379309,97208.321,708052.223,97882.399,177232.342,594256.12,325962.456,863335.335,389103,393972.269,885168,313333.131,229535.676,1305575.413,2375323.988,516496.318,2123095.005,6885178.947,1709957.758,1440520.03,1827044.659,394136.35,653581.88,1019235.086,453636,13688211.921,1699331.668,5507773.054,5653884.407,695785,286428,988543,198715,2912609,199024,650632,2676434,1421904,4125180,1554945,1771988,3945726,1326373,989068,6502064,9720337,1815827,7571798,20384560,5166762,3368368,5014768,1183025,1597979,3331983,1142620,78939055.0,446863.0,6088752.0,5068775.0,25402.135,5305.055,168227,0,1220474.627,1310.527,38049.651,437340.899,30281.278,258756.565,126319,113034.916,369831.205,114308.621,110215.551,831797.599,2703424.059,338723.583,998597.088,4822566.562,1227524.719,925268.959,876513.342,138814.638,194447.056,504923.714,94961,376.553,13213995.356,2572365.341,889682.099,76,41,337,0,611,14,141,301,170,705,303,194,860,159,196,1006,2801,783,2777,10159,2733,1884,2852,432,520,712,313,1,11553,18165,1361
2023-01-01,261512.753,91089.166,352397,96816.979,666532.352,85030.802,162977.376,530725.415,290450.089,846353.407,385191,396576.677,875309,315288.163,234954.987,1304810.736,2257601.245,533860.546,1798355.962,6570844.1,1777473.487,1478855.262,1885329.339,394867.553,559141.85,921089.606,431388.77,13069699.87,1551061.9,5387914.046,5496147.806,690639,287584,992566,199339,3009754,199830,652078,2680872,1431055,4203128,1557362,1776276,3950220,1326837,988227,6513391,9722414,1819617,7779438,20400988,5173824,3374264,5018693,1187408,1600351,3333712,1141852,79356507.0,445321.0,6094652.0,5115239.0,24774.638,5143.299,180812,0,1215179.799,1264.226,35859.614,456653.846,29144.516,241821.912,130372,109298.588,397627.883,154058.454,107186.967,855587.474,2837930.684,362715.911,1082902.05,4715263.973,1273654.191,1002811.776,881353.256,143990.776,191516.015,508899.986,88739,316.165,13383541.478,2678096.299,972608.892,76,41,340,0,631,14,142,307,172,717,326,200,889,164,203,1029,2860,787,5032,10292,2765,1891,2898,454,525,722,316,2,12049,20206,1536
2023-02-01,247390.786,86168.37,328297,90416.475,631566.002,77744.078,161560.027,520279.289,276780.664,805216.428,371675,390729.254,874506,303331.444,221543.588,1327791.325,2253281.434,589742.254,2250040.864,6689653.731,1804387.898,1704831.006,2071431.395,391500.3,562108.642,907982.856,441148.99,13730552.352,1622984.711,5530871.981,5496696.056,690360,287009,996740,200064,3009705,201065,651570,2681973,1434405,4186408,1559519,1779462,3953482,1324653,989359,6523519,9729769,1821485,7812274,20414437,5178158,3381131,5026827,1188080,1598974,3333912,1141662,79457640.0,445025.0,6091627.0,5101710.0,23743.876,4718.849,168770,0,1104194.096,906.023,36741.115,445662.607,25030.537,263312.392,117702,105839.022,379451.989,126709.677,106257.76,832906.078,2673851.922,323989.726,1073540.61,4850375.822,1227026.549,992191.112,823498.144,148454.679,198868.608,496427.12,89316,190.215,13042342.031,2657286.675,939667.392,76,41,348,0,650,14,142,312,181,751,332,205,910,165,211,1042,2895,810,5050,10400,2803,1923,2955,463,528,734,317,2,12172,20517,1567
