Data,Categoria,CONSUMO,CONSUMIDORES,Tipo_consumidor
2006-10-31,CHV,"6361145,411","955,0",LIVRE
2006-10-31,Comercial,"101050,249","89,0",LIVRE
2006-10-31,Industrial,"7803233,941","827,0",LIVRE
2006-10-31,Outros,"161424,114","39,0",LIVRE
2006-10-31,Residencial,"0,0","0,0",LIVRE
2006-10-31,SHV,"1704562,893","89,0",LIVRE
2006-11-30,CHV,"17061196,673","58895952,0",CATIVO
2006-11-30,Comercial,"4662415,105","4426149,0",CATIVO
2006-11-30,Industrial,"6119667,055","513943,0",CATIVO
2006-11-30,Outros,"4190354,5","3691569,0",CATIVO
2006-11-30,Residencial,"7438708,379","50264291,0",CATIVO
2006-11-30,SHV,"5349948,366","17466552,0",CATIVO
2006-11-30,CHV,"6486676,38","961,0",LIVRE
2006-11-30,Comercial,"105814,073","95,0",LIVRE
2006-11-30,Industrial,"7870171,144","827,0",LIVRE
2006-11-30,Outros,"165047,627","39,0",LIVRE
2006-11-30,Residencial,"0,0","0,0",LIVRE
2006-11-30,SHV,"1654356,4640000002","90,0",LIVRE
2006-12-31,CHV,"17217019,231000002","58978724,0",CATIVO
2006-12-31,Comercial,"4834364,402","4430909,0",CATIVO
2006-12-31,Industrial,"6079725,329","514787,0",CATIVO
2006-12-31,Outros,"4247325,22","3714169,0",CATIVO
2006-12-31,Residencial,"7366884,598","50318859,0",CATIVO
2006-12-31,SHV,"5311280,318","17554135,0",CATIVO
2006-12-31,CHV,"6289880,109","975,0",LIVRE
2006-12-31,Comercial,"117976,693","104,0",LIVRE
2006-12-31,Industrial,"7686837,845","832,0",LIVRE
2006-12-31,Outros,"160864,549","39,0",LIVRE
2006-12-31,Residencial,"0,0","0,0",LIVRE
2006-12-31,SHV,"1675798,978","95,0",LIVRE
2007-01-31,CHV,"17095007,0","59087811,0",CATIVO
2007-01-31,Comercial,"4825523,0","4416810,0",CATIVO
2007-01-31,Industrial,"5601371,0","513717,0",CATIVO
2007-01-31,Outros,"4288551,0","3745497,0",CATIVO
2007-01-31,Residencial,"7710353,0","50411787,0",CATIVO
2007-01-31,SHV,"5330791,0","17533428,0",CATIVO
2007-01-31,CHV,"6586161,0","970,0",LIVRE
2007-01-31,Comercial,"116057,0","106,0",LIVRE
2007-01-31,Industrial,"7990750,0","825,0",LIVRE
2007-01-31,Outros,"167099,0","39,0",LIVRE
2007-01-31,Residencial,"0,0","0,0",LIVRE
2007-01-31,SHV,"1687745,0","100,0",LIVRE
2007-02-28,CHV,"17232541,0","59354619,0",CATIVO
2007-02-28,Comercial,"4809237,0","4451294,0",CATIVO
2007-02-28,Industrial,"5983386,0","515950,0",CATIVO
2007-02-28,Outros,"4159278,0","3770466,0",CATIVO
2007-02-28,Residencial,"7392941,0","50616909,0",CATIVO
2007-02-28,SHV,"5112301,0","17754706,0",CATIVO
2007-02-28,CHV,"6455990,0","991,0",LIVRE
2007-02-28,Comercial,"114706,0","114,0",LIVRE
2007-02-28,Industrial,"7700248,0","837,0",LIVRE
2007-02-28,Outros,"164873,0","40,0",LIVRE
2007-02-28,Residencial,"0,0","0,0",LIVRE
2007-02-28,SHV,"1523837,0","101,0",LIVRE
2007-03-31,CHV,"17761362,0","59561486,0",CATIVO
2007-03-31,Comercial,"4981067,0","4463101,0",CATIVO
2007-03-31,Industrial,"6110682,0","517002,0",CATIVO
2007-03-31,Outros,"4181666,0","3786624,0",CATIVO
2007-03-31,Residencial,"7594317,0","50794759,0",CATIVO
2007-03-31,SHV,"5106370,0","17854372,0",CATIVO
2007-03-31,CHV,"6745554,0","1008,0",LIVRE
2007-03-31,Comercial,"118403,0","117,0",LIVRE
2007-03-31,Industrial,"8165816,0","851,0",LIVRE
2007-03-31,Outros,"160949,0","40,0",LIVRE
2007-03-31,Residencial,"0,0","0,0",LIVRE
2007-03-31,SHV,"1699614,0","101,0",LIVRE
2007-04-30,CHV,"18235232,0","59555275,0",CATIVO
